House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
27,Summer Crescent,Eileen,Stevens-Middleton,54,Head,Married,Female,Comptroller,None,None
27,Summer Crescent,Neil,Stevens-Middleton,57,Husband,Married,Male,"Scientist, clinical (histocompatibility and immunogenetics)",None,None
27,Summer Crescent,Glenn,Stevens-Middleton,20,Son,Single,Male,University Student,None,None
28,Summer Crescent,Natasha,Heath,42,Head,Divorced,Female,Customer service manager,None,None
29,Summer Crescent,Helen,Shaw,56,Head,Married,Female,"Psychologist, counselling",None,None
29,Summer Crescent,Simon,Shaw,55,Husband,Married,Male,Field trials officer,None,None
29,Summer Crescent,Damian,Shaw,21,Son,Divorced,Male,University Student,None,None
30,Summer Crescent,Shirley,Clements,38,Head,Married,Female,Public affairs consultant,None,None
30,Summer Crescent,Patrick,Clements,40,Husband,Married,Male,Commercial horticulturist,None,None
30,Summer Crescent,Holly,Clements,11,Daughter,NA,Female,Student,None,NA
31,Summer Crescent,Geraldine,Hutchinson,59,Head,Divorced,Female,Media planner,None,None
31,Summer Crescent,Tracey,Bailey,15,Granddaughter,NA,Female,Student,None,NA
31,Summer Crescent,Amy,Russell,11,Granddaughter,NA,Female,Student,None,NA
31,Summer Crescent,Wendy,Ford,8,Granddaughter,NA,Female,Student,None,NA
32,Summer Crescent,Francesca,Phillips,35,Head,Single,Female,Economist,None,None
32,Summer Crescent,Glenn,Rogers,37,Partner,Single,Male,Barrister,None,None
32,Summer Crescent,Wendy,Phillips,3,Daughter,NA,Female,Child,None,NA
33,Summer Crescent,Katherine,Bailey,31,Head,Married,Female,"Radiographer, diagnostic",None,None
33,Summer Crescent,Philip,Bailey,33,Husband,Married,Male,"Designer, jewellery",Deaf,None
33,Summer Crescent,Linda,Bailey,14,Daughter,NA,Female,Student,None,NA
34,Summer Crescent,Liam,Johnson,40,Head,Married,Male,Housing manager/officer,None,None
34,Summer Crescent,Gemma,Johnson,40,Wife,Married,Female,Administrator,None,None
34,Summer Crescent,Mitchell,Johnson,7,Son,NA,Male,Student,None,NA
35,Summer Crescent,Justin,Hyde,48,Head,Single,Male,Petroleum engineer,None,Catholic
36,Summer Crescent,Carolyn,Jones,27,Head,Married,Female,Human resources officer,None,Christian
36,Summer Crescent,Marcus,Jones,29,Husband,Married,Male,Clinical molecular geneticist,None,None
36,Summer Crescent,Suzanne,Jones,5,Daughter,NA,Female,Student,None,NA
37,Summer Crescent,Ryan,Ellis,41,Head,Married,Male,Energy engineer,None,Christian
37,Summer Crescent,Abigail,Ellis,38,Wife,Married,Female,"Engineer, structural",None,None
38,Summer Crescent,Samantha,Hall,60,Head,Single,Female,Insurance claims handler,None,Catholic
38,Summer Crescent,Max,Hall,26,Son,Single,Male,Unemployed,None,Catholic
38,Summer Crescent,Peter,Hall,25,Son,Single,Male,"Buyer, industrial",None,Catholic
39,Summer Crescent,Jemma,Stephenson,40,Head,Widowed,Female,Unemployed,None,Catholic
39,Summer Crescent,Carole,Stephenson,2,Daughter,NA,Female,Child,None,NA
39,Summer Crescent,Mary,Stephenson,1,Daughter,NA,Female,Child,None,NA
39,Summer Crescent,Toby,Wyatt,25,Lodger,Divorced,Male,Race relations officer,None,Catholic
39,Summer Crescent,Chelsea,Foster,22,Lodger,Single,Female,University Student,None,None
40,Summer Crescent,Alison,Spencer,39,Head,Married,Female,Corporate investment banker,None,Catholic
40,Summer Crescent,Darren,Spencer,39,Husband,Married,Male,Chief Strategy Officer,None,Catholic
40,Summer Crescent,Chloe,Spencer,20,Daughter,Single,Female,University Student,None,None
41,Summer Crescent,Chloe,White,36,Head,Single,Female,Audiological scientist,None,Christian
41,Summer Crescent,Declan,Wright,39,Partner,Single,Male,"Loss adjuster, chartered",None,Christian
41,Summer Crescent,Jonathan,White,9,Son,NA,Male,Student,None,NA
42,Summer Crescent,Janet,Smith,37,Head,Single,Female,Armed forces logistics/support/administrative officer,None,Catholic
42,Summer Crescent,Toby,Gilbert,42,Partner,Single,Male,Data scientist,None,Catholic
42,Summer Crescent,Richard,Smith,10,Son,NA,Male,Student,None,NA
42,Summer Crescent,Marc,Smith,8,Son,NA,Male,Student,None,NA
43,Summer Crescent,Jenna,Jackson,41,Head,Married,Female,"Production designer, theatre/television/film",None,None
43,Summer Crescent,Derek,Jackson,39,Husband,Married,Male,"Development worker, community",None,None
43,Summer Crescent,Nathan,Jackson,25,Son,Single,Male,Futures trader,None,None
43,Summer Crescent,Colin,Gibbons-Jackson,1,Son,NA,Male,Child,None,NA
44,Summer Crescent,Joshua,West,77,Head,Single,Male,Retired Nature conservation officer,None,Christian
45,Summer Crescent,Ruth,Cooper,67,Head,Widowed,Female,Unemployed,None,Christian
45,Summer Crescent,Kyle,Cooper,34,Son,Single,Male,Data scientist,None,Christian
45,Summer Crescent,Francesca,Cooper,33,Daughter,Divorced,Female,Printmaker,None,None
46,Summer Crescent,Graeme,Skinner,40,Head,Single,Male,Retail banker,None,None
46,Summer Crescent,Carolyn,Skinner,11,Daughter,NA,Female,Student,None,NA
46,Summer Crescent,Julie,Skinner,7,Daughter,NA,Female,Student,None,NA
46,Summer Crescent,Denise,Skinner,6,Daughter,NA,Female,Student,None,NA
47,Summer Crescent,Matthew,Iqbal,45,Head,Married,Male,Optometrist,None,Catholic
47,Summer Crescent,Carole,Iqbal,40,Wife,Married,Female,English as a foreign language teacher,None,Catholic
47,Summer Crescent,Sarah,Iqbal,12,Daughter,NA,Female,Student,None,NA
48,Summer Crescent,Leanne,Patel,46,Head,Married,Female,Office manager,None,Christian
48,Summer Crescent,Mitchell,Patel,45,Husband,Married,Male,Fine artist,None,Christian
48,Summer Crescent,Gerald,Patel,23,Son,Divorced,Male,Records manager,None,Christian
48,Summer Crescent,Hayley,Patel,23,Daughter,Single,Female,Unemployed,None,Christian
48,Summer Crescent,Alison,Patel,23,Daughter,Single,Female,Product designer,None,Christian
48,Summer Crescent,Caroline,Patel,21,Daughter,Single,Female,University Student,None,Christian
48,Summer Crescent,Sean,Patel,20,Son,Single,Male,University Student,None,Christian
49,Summer Crescent,Marie,Leach,48,Head,Married,Female,Data scientist,None,Catholic
49,Summer Crescent,Derek,Leach,50,Husband,Married,Male,Marketing executive,None,Catholic
49,Summer Crescent,Toby,Leach,12,Son,NA,Male,Student,None,NA
1,Dunn Spur,Carly,Turner,84,Head,Widowed,Female,Retired Building services engineer,None,Christian
2,Dunn Spur,Ashley,Thomas,38,Head,Single,Male,Environmental manager,None,None
3,Dunn Spur,Jean,Fletcher,39,Head,Single,Female,Intelligence analyst,None,Methodist
4,Dunn Spur,Teresa,Middleton,89,Head,Widowed,Female,Retired Further education lecturer,None,None
5,Dunn Spur,Brandon,Waters,41,Head,Single,Male,Meteorologist,None,Christian
6,Dunn Spur,Julian,Patel,87,Head,Married,Male,Retired Health physicist,None,Christian
6,Dunn Spur,Valerie,Patel,82,Wife,Married,Female,Retired Special educational needs teacher,None,None
7,Dunn Spur,Gordon,Hughes,31,Head,Single,Male,"Loss adjuster, chartered",None,None
8,Dunn Spur,Ellie,Francis,20,Head,Divorced,Female,University Student,None,Christian
9,Dunn Spur,Terence,Fitzgerald,45,Head,Single,Male,TEFL teacher,None,None
10,Dunn Spur,Martin,Wright,74,Head,Married,Male,Retired Lobbyist,None,Catholic
10,Dunn Spur,Tracy,Wright,68,Wife,Married,Female,Retired Fitness centre manager,None,Catholic
11,Dunn Spur,Clare,Thorpe,36,Head,Divorced,Female,Unemployed,None,Catholic
11,Dunn Spur,Alexandra,Thorpe,12,Daughter,NA,Female,Student,None,NA
12,Dunn Spur,Tracy,Roberts,75,Head,Widowed,Female,"Retired Programmer, multimedia",None,Catholic
13,Dunn Spur,Hazel,Ward,21,Head,Single,Female,University Student,None,None
14,Dunn Spur,Elliot,James,28,Head,Divorced,Male,Unemployed,None,Sikh
14,Dunn Spur,Julia,James,7,Daughter,NA,Female,Student,None,NA
1,Barlow Pike,Ronald,Lamb,43,Head,Married,Male,Environmental education officer,None,None
1,Barlow Pike,Lorraine,Lamb,41,Wife,Married,Female,Special effects artist,None,None
1,Barlow Pike,Neil,Lamb,9,Son,NA,Male,Student,None,NA
1,Barlow Pike,Leon,Lamb,7,Son,NA,Male,Student,None,NA
2,Barlow Pike,Susan,Powell,44,Head,Married,Female,Higher education lecturer,None,Christian
2,Barlow Pike,Alex,Powell,49,Husband,Married,Male,Dentist,None,Christian
2,Barlow Pike,Josephine,Powell,12,Daughter,NA,Female,Student,None,NA
2,Barlow Pike,Angela,Powell,11,Daughter,NA,Female,Student,None,NA
2,Barlow Pike,Gail,Powell,11,Daughter,NA,Female,Student,None,NA
2,Barlow Pike,Olivia,Powell,10,Daughter,NA,Female,Student,None,NA
3,Barlow Pike,Alex,Perry,30,Head,Married,Male,"Psychologist, forensic",None,Muslim
3,Barlow Pike,Ellie,Perry,25,Wife,Married,Female,"Education officer, community",None,None
3,Barlow Pike,Sharon,Griffiths,7,Step-Daughter,NA,Female,Student,None,NA
3,Barlow Pike,Leon,Bradley,23,Lodger,Single,Male,Newspaper journalist,None,None
4,Barlow Pike,Carolyn,Ball,32,Head,Married,Female,Public librarian,None,Catholic
4,Barlow Pike,Glen,Ball,31,Husband,Married,Male,Exhibition designer,None,Catholic
4,Barlow Pike,Barry,Ball,12,Son,NA,Male,Student,None,NA
4,Barlow Pike,Leonard,Ball,11,Son,NA,Male,Student,None,NA
5,Barlow Pike,Brenda,Bishop,37,Head,Married,Female,Higher education careers adviser,None,Christian
5,Barlow Pike,Mathew,Bishop,38,Husband,Married,Male,Bonds trader,None,Christian
5,Barlow Pike,Anne,Taylor-Bishop,15,Daughter,NA,Female,Student,None,NA
5,Barlow Pike,Toby,Taylor-Bishop,10,Son,NA,Male,Student,None,NA
6,Barlow Pike,Georgina,Carr,32,Head,Divorced,Female,Mining engineer,None,None
6,Barlow Pike,Harry,Carr,11,Son,NA,Male,Student,None,NA
6,Barlow Pike,Lawrence,Carr,11,Son,NA,Male,Student,None,NA
6,Barlow Pike,Ross,Carr,1,Son,NA,Male,Child,None,NA
7,Barlow Pike,Rita,Davies,77,Head,Single,Female,Retired Private music teacher,None,Christian
7,Barlow Pike,Donna,Davies,43,Daughter,Single,Female,Unemployed,None,Christian
7,Barlow Pike,David,Davies,40,Son,Divorced,Male,Public librarian,None,None
7,Barlow Pike,Angela,Davies,38,Adopted Daughter,Single,Female,"Librarian, academic",None,Christian
8,Barlow Pike,Adam,Hill,68,Head,Single,Male,Retired Professor Emeritus,None,None
8,Barlow Pike,Jake,Hill,18,Grandson,Single,Male,Student,None,None
8,Barlow Pike,Tom,Bell,17,Grandson,NA,Male,Student,None,NA
8,Barlow Pike,Judith,Bell,15,Granddaughter,NA,Female,Student,None,NA
9,Barlow Pike,Fiona,Johnson,62,Head,Married,Female,Sport and exercise psychologist,None,Christian
9,Barlow Pike,Dominic,Johnson,62,Husband,Married,Male,Recruitment consultant,None,Christian
9,Barlow Pike,Justin,Johnson,24,Son,Single,Male,Sports coach,None,Christian
9,Barlow Pike,Luke,Johnson,21,Son,Single,Male,University Student,None,Christian
10,Barlow Pike,Geoffrey,Grant,66,Head,Widowed,Male,Airline pilot,None,Sikh
11,Barlow Pike,Shannon,Berry,52,Head,Married,Female,"Designer, multimedia",None,None
11,Barlow Pike,Marc,Berry,56,Husband,Married,Male,Solicitor,None,None
11,Barlow Pike,Michael,Berry,21,Son,Single,Male,University Student,None,None
11,Barlow Pike,Douglas,Berry,20,Son,Single,Male,University Student,None,None
11,Barlow Pike,Melanie,Berry,17,Daughter,NA,Female,Student,None,NA
11,Barlow Pike,Donald,Berry,13,Son,NA,Male,Student,None,NA
11,Barlow Pike,Karen,Berry,9,Daughter,NA,Female,Student,None,NA
12,Barlow Pike,Katy,Morris,24,Head,Single,Female,Archaeologist,None,Christian
12,Barlow Pike,Jake,Savage,23,Partner,Single,Male,Unemployed,None,Christian
12,Barlow Pike,Natalie,Morris,4,Daughter,NA,Female,Child,None,NA
12,Barlow Pike,Marc,Morris,4,Son,NA,Male,Child,None,NA
13,Barlow Pike,Tina,Cook,41,Head,Married,Female,Professor Emeritus,None,Methodist
13,Barlow Pike,Ross,Cook,43,Husband,Married,Male,Tax adviser,None,Methodist
13,Barlow Pike,Nicola,Cook,12,Daughter,NA,Female,Student,None,NA
14,Barlow Pike,Lynda,Wade,32,Head,Single,Female,"Teacher, special educational needs",None,Sikh
14,Barlow Pike,Stewart,Abbott,37,Partner,Single,Male,"Engineer, building services",None,Sikh
14,Barlow Pike,Harry,Wade,7,Son,NA,Male,Student,None,NA
14,Barlow Pike,Nicholas,Wade,3,Son,NA,Male,Child,None,NA
15,Barlow Pike,Dawn,Pearce,66,Head,Married,Female,Materials engineer,None,Catholic
15,Barlow Pike,Jason,Pearce,67,Husband,Married,Male,Firefighter,None,Catholic
15,Barlow Pike,Emma,Pearce,41,Daughter,Single,Female,Research scientist (medical),None,Catholic
15,Barlow Pike,Valerie,Pearce,40,Daughter,Single,Female,Government social research officer,None,None
16,Barlow Pike,Guy,Webb,53,Head,Married,Male,"Runner, broadcasting/film/video",None,None
16,Barlow Pike,Harriet,Webb,53,Wife,Married,Female,Curator,None,None
16,Barlow Pike,Chloe,Webb,33,Daughter,Single,Female,"Exhibitions officer, museum/gallery",None,None
16,Barlow Pike,Craig,Webb,27,Son,Single,Male,Exhibition designer,None,None
16,Barlow Pike,Anna,Webb,23,Daughter,Divorced,Female,"Education officer, environmental",None,None
17,Barlow Pike,Jayne,Knight,36,Head,Married,Female,"Designer, fashion/clothing",None,Christian
17,Barlow Pike,Barry,Knight,35,Husband,Married,Male,Insurance claims handler,None,Christian
17,Barlow Pike,Sam,Jenkins,18,Sibling,Single,Male,Student,None,NA
17,Barlow Pike,Gordon,Pritchard,23,Lodger,Single,Male,Historic buildings inspector/conservation officer,None,Christian
17,Barlow Pike,Frances,Hunt,36,Visitor,Single,Female,Catering manager,None,Methodist
18,Barlow Pike,Shannon,Thompson,47,Head,Married,Female,Psychiatrist,None,None
18,Barlow Pike,Albert,Thompson,49,Husband,Married,Male,Research scientist (physical sciences),None,None
18,Barlow Pike,Dominic,Thompson,16,Son,NA,Male,Student,None,NA
18,Barlow Pike,Brenda,Thompson,15,Daughter,NA,Female,Student,None,NA
19,Barlow Pike,Julia,Hurst,84,Head,Married,Female,Retired Building services engineer,None,Christian
19,Barlow Pike,Patrick,Hurst,85,Husband,Married,Male,Unemployed,None,Christian
20,Barlow Pike,Donna,Fox,48,Head,Married,Female,Quantity surveyor,None,Christian
20,Barlow Pike,Lewis,Fox,51,Husband,Married,Male,Water quality scientist,None,Christian
20,Barlow Pike,Leanne,Fox,15,Daughter,NA,Female,Student,None,NA
20,Barlow Pike,Gemma,Fox,15,Daughter,NA,Female,Student,Physical Disability,NA
21,Barlow Pike,Gail,Giles,55,Head,Single,Female,Housing manager/officer,None,Christian
21,Barlow Pike,Robert,Griffiths,48,None,Single,Male,Contracting civil engineer,None,None
21,Barlow Pike,Kayleigh,Patel,25,None,Single,Female,Human resources officer,None,None
21,Barlow Pike,Dawn,Patel,25,None,Single,Female,"Scientist, physiological",None,None
21,Barlow Pike,Geoffrey,Payne,21,None,Single,Male,University Student,None,None
21,Barlow Pike,Maurice,Davison,18,None,Single,Male,Student,None,NA
22,Barlow Pike,Gail,Swift,54,Head,Married,Female,Television/film/video producer,None,None
22,Barlow Pike,Dennis,Swift,52,Husband,Married,Male,Actuary,None,None
22,Barlow Pike,Tracy,Swift,10,Daughter,NA,Female,Student,None,NA
23,Barlow Pike,Lorraine,Ahmed,62,Head,Divorced,Female,Futures trader,None,Christian
24,Barlow Pike,Elizabeth,Smith,55,Head,Single,Female,"Therapist, horticultural",None,Catholic
24,Barlow Pike,Trevor,Clarke,55,Partner,Single,Male,Radio broadcast assistant,None,Catholic
24,Barlow Pike,Vanessa,Smith,16,Daughter,NA,Female,Student,None,NA
24,Barlow Pike,Louise,Smith,12,Daughter,NA,Female,Student,None,NA
25,Barlow Pike,Lorraine,Knight,41,Head,Single,Female,"Teacher, English as a foreign language",None,Catholic
25,Barlow Pike,Patrick,Cook,48,Partner,Single,Male,Event organiser,None,Catholic
25,Barlow Pike,Damien,Knight,17,Son,NA,Male,Student,None,NA
26,Barlow Pike,Rachael,Reed,31,Head,Married,Female,English as a second language teacher,None,None
26,Barlow Pike,Derek,Reed-Parsons,34,Husband,Married,Male,"Doctor, general practice",None,None
26,Barlow Pike,Vanessa,Reed-Parsons,6,Daughter,NA,Female,Student,None,NA
26,Barlow Pike,Ashley,Reed-Parsons,2,Son,NA,Male,Child,None,NA
27,Barlow Pike,Joseph,Evans,70,Head,Widowed,Male,Retired Financial adviser,None,Methodist
28,Barlow Pike,Liam,Skinner,82,Head,Widowed,Male,"Retired Therapist, drama",None,Christian
29,Barlow Pike,Marian,Adams,31,Head,Married,Female,IT technical support officer,None,Christian
29,Barlow Pike,Donald,Adams,38,Husband,Married,Male,Visual merchandiser,Unknown Infection,Christian
29,Barlow Pike,Anne,Adams,10,Daughter,NA,Female,Student,None,NA
30,Barlow Pike,Keith,Stokes,21,Head,Single,Male,University Student,None,Christian
30,Barlow Pike,Claire,Harris,20,None,Single,Female,University Student,None,NA
30,Barlow Pike,Darren,Dale,20,None,Single,Male,University Student,None,Christian
30,Barlow Pike,Stuart,Price,18,None,Single,Male,University Student,None,Methodist
31,Barlow Pike,Jacob,Bull,43,Head,Widowed,Male,Unemployed,None,Muslim
31,Barlow Pike,Christian,Bull,14,Son,NA,Male,Student,None,NA
31,Barlow Pike,Annette,Bull,12,Daughter,NA,Female,Student,None,NA
31,Barlow Pike,Dennis,Bull,8,Son,NA,Male,Student,None,NA
31,Barlow Pike,Helen,Bull,4,Daughter,NA,Female,Child,None,NA
32,Barlow Pike,Kelly,Smart-Kemp,26,Head,Divorced,Female,Unemployed,None,Christian
32,Barlow Pike,Declan,Mitchell,28,Lodger,Single,Male,Ship broker,Blind,None
32,Barlow Pike,Paul,Oliver,22,Lodger,Single,Male,University Student,None,None
32,Barlow Pike,Alex,Stone,43,Lodger,Divorced,Male,Banker,None,Muslim
33,Barlow Pike,Sylvia,Johnson,36,Head,Married,Female,Statistician,None,Christian
33,Barlow Pike,Shannon,Johnson,43,Wife,Married,Female,Higher education careers adviser,None,Christian
33,Barlow Pike,Graeme,Johnson,2,Son,NA,Male,Child,None,NA
33,Barlow Pike,Declan,Johnson,2,Son,NA,Male,Child,None,NA
34,Barlow Pike,Shannon,Holmes,43,Head,Single,Female,Unemployed,None,Christian
34,Barlow Pike,Kevin,Holmes,13,Son,NA,Male,Student,None,NA
35,Barlow Pike,Cheryl,Hammond,53,Head,Single,Female,Unemployed,None,Christian
35,Barlow Pike,Megan,Hammond,27,Daughter,Single,Female,Forensic scientist,None,None
35,Barlow Pike,Abigail,Hammond,24,Daughter,Divorced,Female,Mental health nurse,None,Christian
35,Barlow Pike,Mohamed,Hammond,23,Son,Single,Male,Charity fundraiser,None,Christian
36,Barlow Pike,Wendy,Ellis,66,Head,Married,Female,Town planner,None,Christian
36,Barlow Pike,Garry,Ellis,66,Husband,Married,Male,Emergency planning/management officer,None,Christian
36,Barlow Pike,Anna,Jackson,8,Granddaughter,NA,Female,Student,None,NA
36,Barlow Pike,Keith,North,7,Grandson,NA,Male,Student,None,NA
37,Barlow Pike,Sandra,McLean,34,Head,Single,Female,Camera operator,None,Christian
37,Barlow Pike,Kenneth,McLean,10,Son,NA,Male,Student,None,NA
37,Barlow Pike,Andrea,McLean,6,Daughter,NA,Female,Student,None,NA
37,Barlow Pike,Hannah,McLean,6,Daughter,NA,Female,Student,None,NA
38,Barlow Pike,Tracey,Gould,30,Head,Single,Female,Unemployed,None,None
38,Barlow Pike,Connor,Green,32,Partner,Single,Male,"Engineer, civil (consulting)",None,None
38,Barlow Pike,Sean,Gould,10,Son,NA,Male,Student,None,NA
38,Barlow Pike,Alexandra,Gould,5,Daughter,NA,Female,Student,None,NA
39,Barlow Pike,Tracey,Baldwin,47,Head,Married,Female,Warehouse manager,None,Catholic
39,Barlow Pike,Nicholas,Baldwin,45,Husband,Married,Male,Charity fundraiser,None,Catholic
39,Barlow Pike,Samantha,Baldwin,8,Daughter,NA,Female,Student,None,NA
